reviewerID,reviewerName,reviewText,overall,summary,reviewTime,reviewWords
A2B58VXLLOFQKR,James Moulton,"This is a cheap piece of junk that does what it says, it distorts, You want something to make your guitar sound like junk, this will do it. Why pedals that make your guitar sound like a piece of junk are the most popular is beyond me. This is not a boutique Distortion pedal like Hendrix would use. Boutique and distortion are an oxymoron.These things are built with heavy metal, it should last, I kinda hope it doesn't(just kidding), you want distortion, you got distortion",1,It distorts,"11 13, 2009",85
A2IDOKLAT1MP8X,"Jared Burdick ""JBurd""","This is a distortion pedal. It will give your amp a boost for solos and turn a clean amp into a dirty girl. It's pretty harsh in tone - kind of a white noise distortion. The DS-1 DOES NOT warm up the tone in your amp. You can dial the tone in, but it's a pretty harsh sounding.That said - the DS-1 does exactly what I wanted it to. My amp gives me a nice warm crunch, classic rock style. The DS-1 gives me the 80's metal and punk rock sound I wanted, and it does so flawlessly.It took me about 5 minutes of tinkering to get a nice transition from my amp to a matching tone on the DS-1. It's BOSS, so it will last forever.Th only drawback is that it's an item that is currently cheaper elsewhere. Usually Amazon catches up with that sort of thing, but word to the wise, don't pay more than $40 new for this thing.",4,The go to distortion pedal,"08 20, 2011",162
AJBBU53A0X84I,Jerry,"I find that if I play this pedal along with my Boss Super Chorus pedal, my guitar with Tex-Mex pickups captures a lot Gilmour's sound tonality.",5,I like the sound of this pedal.,"08 8, 2013",26
A1GMWTGXW682GB,MetalFan,"This pedal has been on the market for a very long time and it was a smoking deal for a Boss pedal at $40. The pedal works great with almost any guitar pickup set but sings with my EMG powered Schecter and tube amp.Different distortion levels can be dialed in and to my surprise, it works good with a bass although bass players know they will lose some bottom end.The guitar universe always raves about Boss and the distortion pedals and how any guitar player should have one of the distortion pedals. Buy it and experiment with the gain and settings and find your favorite tone.I may buy another one and mod it to use with my bass.",5,The classic Boss distortion pedal for $40,"03 28, 2012",118
A27L5L6I7OSV5B,Otto Correct,"From Greg Abrams review, entitled ""For all but the tone snobs,"" a review further down on this product's page:""Alright, so you want to get a good (if somewhat ""basic"") distortion sound for less than $100? This is your deal.""I strongly disagree.  You can find MUCH BETTER distortions for $100 or less, even a few near or under the $40 mark the DS-1 is currently priced at.I've played guitar for over 10 years.  Like many people one of my first pedal purchases was the DS-1.  Afterall, everyone talks about them, they're available at any given music store in the nation, you hear about all these famous musicians using them, plus a DS-1 is actually pretty cheap!  So I snapped one up just like everyone else.  Come to find out that just because something is POPULAR, that doesn't always mean its GOOD (see: Nickelback, the Transformers movie franchise, the Kardashian family, etc...).So I plugged it in and didn't really care for it.  The distortion was harsh, thin, artificial sounding and always noisy.  I tried it on both my amps (My practic amp: a solid state Fender Frontman 25R, and my big amp, the B-52 AT100, which is a 100w tube halfstack) It was was not very diverse, and the basic sound was not very likeable to me.  I've read the Japanese made DS-1's are better in sound than the newer, made in Taiwan models but, either way, the DS-1 is just not a great pedal in my mind.But, like many newer players, I didn't know any better at the time.  Fast forward a few years and I've bought and sold literally dozens of pedals.  There is a whole world of great tones to be found out there if you keep your eyes open.So here are some pedals I currently own that I like much better than the DS-1.  All of them are great general purpose distortions, easy enough to find new and used in most guitar shops, and can, at the time of this writing, be bought brand new for $75 or less here on good ol' Amazon.com, and are rugged enough to last for years:Boss DS-2 Turbo Distortion:  Lest I catch any flames from people thinking I'm a Boss hater (I'm certainly not, I loved the TU-3, the ODB-3, the MD-2, and the XT-2, among others) I'll start with the DS-1's big brother.  This pedal has a much nicer tone to it, not to mention 2 distinct distortion modes.  The I setting is pretty much a higher quality DS-1, the II setting is a brighter, richer tone.  As the DS-1 completely overshadows the DS-2 in popularity, you can find DS-2's all over ebay for very cheap prices.  A very worthy pedal, unfortunately overlooked by many.Pro Co RAT2:  Great dirty distortion pedal.  Probably my personal favorite.  You've heard this box used on literally hundreds if not thousands of songs in the last 30 years, its used by just a ridiculous amount of guitarists.  Its a rich, full distortion that at higher gains gets slightly fuzzy.  I've never heard a bad tone out of mine. Its great for getting a ""big amp"" kind of sound out of a small practice amp.  Its also great for pushing a big amp with too much headroom into the overdriven sweet spot without having to crank the amp volume.  A truly excellent pedal.EHX Little Big Muff:  The Big Muff is another pedal you've heard on hundreds of songs.  Its kind of a fuzz, kind of a distortion, but definitely owns its own sonic territory.  Very big, saturated and warm.  Used heavily in the 70's for classic rock tones, also in the 90's and beyond for tons of grunge and garage.  Used by everyone from Carlos Santana and David Gilmour to the Smashing Pumpkins, Dinosaur Jr. and Jack White.  I personally reccomend the Little Big Muff, not only is it a touch creamier in tone than the recent NYC reissue, its smaller, uses a regular 9v adapter and its CHEAPER!  A great pedal.MXR Distortion +:  The Distortion + is a great first distortion, and can usually be found pretty cheap.  Whats nice about the Distortion + is that it sounds great on anything, and the lack of a tone knob helps keep it somewhat transparent, i.e. you can more easily hear the natural tone of your guitar and amp, it doesn't cover over your equipments sound.  Used by quite a few famous folks, including the Greatful Deads Jerry Garcia, Randy Rhoads (Ozzy's famous guitarist) and Steve Jones of the Sex Pistols.Danelectro CM-1 Cool Cat Metal:  Make sure you get the Cool Cat Metal, NOT the Metal II.  That's a fine pedal as well, but its definitely more of a traditional metal pedal.  The Cool Cat Metal, or CM-1, is actually a very very different pedal from most metal pedals.  Basically, its a pre-amp that sits on the floor.  It has a fully adjustable EQ with tons of volume and gain through the roof.  So you can do anything from a clean boost (with the gain at minimum there is virtually NO coloration to your tone) to high gain metal stuff, with plenty of great overdrive and rock tones in between.  It works well with any amp I've tried it on, and you can find tons of great sounds.  Its an unbelievably versatile pedal, and its even true bypass.  The best part is, Danelectro seems to have made way too many of them, so you can easily find one used or even new for under $30.  A true hidden gem that's actually CHEAPER than a DS-1.Joyo JF-03 Crunch Distortion:  This little guy surprised me.  Its supposedly a clone of the MI Audio Crunch Box, and, if so, that must be one awesome pedal too.  Its essentially a Marshall stack in a box, and boy does it ever succeed at that.  Great crunch, tons of volume and gain, it really can make your practice amp sound like a big ragin' stack!  It even sounded good going into my modeling amp (very few pedals work well with my modeling amp, and this one even sounded better than the Marshall simualtion built in), and you can get a brand new one for $40 shipped, fantastic!Speaking of Joyo, I've had a few of their pedals as well as one or two from MOEN, another Chinese pedal maker, and I'm honestly floored by how nice they sound given their shockingly low price tag (especially theMOEN MO-FM Fuzz Moowhich honestly out Big Muffs every Big Muff I've ever played through).  So JOYO and MOEN, they both make a variety of great sounding fuzz, od, and dirt pedals, check them out (and before anyone gets all up in arms about supporting a Chinese company, please keep in mind that NONE of the pedals listed in my review, DS-1 included, are made in America, let alone the western hemisphere).Hopefully these suggestions give you something to look for.  Also, if you can't actually try a pedal out at the store, YouTube is great place to hear demos of what different pedals can do.I should also mention that if you try and love the DS-1 and it suits your needs, than more power to you.  Tone is subjective, every pedal sounds different running through different guitars and amps, and just because I may share different opinions on something that you love, that's okay.  My main reason for posting this lengthy review is to give newer players some information.  You have PLENTY of options for distortion pedals, the DS-1 is NOT the only thing out there that's affordable.  Find something you truly love and buy that.  If its the DS-1, one of the pedals I've mentioned here, or anything else, the important part is that it sounds right to YOU.",2,Wish I knew then what I know now...,"06 30, 2011",1290
A3KBFCPNQ58YK4,Sam,"Here's the deal with this pedal. It is inexpensive and you can get a better pedal with barely a bit more money and sometimes a little less money. In my opinion, for spending less than $100 for a distortion pedal, whether it is your first pedal or 700th pedal, a few more bucks will get you the MXR Badass distortion which has a much crisper tone to it.",1,Beginners Beware,"02 21, 2014",68
A3HEV9M5RNFB3V,Shady Neighbor,"This is a little more expensive than some other brands, but i think it sounds great and it's way more durable than a plastic pedal.I'm pretty new to electric guitar so i'm not really a distortion and tone expert like some other reviewers.  To me this this sounds better and is easier to adjust than my modeling amp, so I think it's a good purchase.",4,Nice pedal,"08 17, 2012",65
A3EIML9QZO5NZZ,Sherwin Rackal,This is the best deal ever my first pedal was a zoom 505 gfx and it was really electronic and synthesized sounding alot of echos and stuff. Honestly the best effect it held was the phaser/jet pipe effect. I got this today and man it sounds so crisp clean and evenly distorted. It does the job distortion and sustain best buy for a best price!! bodow!!! from Trinidad!!,5,Boss is the Boss,"03 19, 2012",68
A1N4PW6FTMBUSQ,Slashaholic Anonymous,"This pedal has been around for a long time, and though the overall quality has declined as Boss has cut corners to enable lower priced mass production of their pedals, the boss ds-1 remains the staple image of distortion stompbox's. The ds-1 is a no-frills tank of a pedal; it was designed to withstand a direct nuclear blast as well as Michael Moore stepping on it, so you know it can take any amount of punishment you might care to give it.This pedal doesn't replicate any type of amplifier-it's not a ""Marshall-in-a-box, or a mesa boogie, or a vox, or a Fender; from a tonal aspect it isn't complex or dynamic. It will add plenty of grind to your tone, and plenty of hum to go with it. If you're looking for your first distortion pedal to use with your 15-watt practice amp, look no further. If you have a decent tube amp, look elsewhere, because with this pedal, you get what you pay for, and it simply will not do a quality amp justice.Pros: Inexpensive, good build quality, distorts your signal.Cons: Lots of hum, the tone control gets really shrill really fast.Without the excessive hum and almost-unusable tone control, this would get 4 stars.",3,The most basic of basic distortion pedals,"01 8, 2011",205
A205483DF7XVDE,"StevenEddy ""Audio Pro""",I love these pedals. Inexpensive to purchase - easy to mod to your liking.This pedal received the gain and JCM mod.I will purchase more of these and will mod each and every one of them.This pedal is also good stock for a lead boost. Love this pedal.,5,Great pedal,"01 2, 2012",47
ADH0O8UVJOT10,StormJH1,"There's some element of nostalgia with the DS-1 that I've just never understood.  I know they're cheap.  I know they're incredibly durable (as are all BOSS pedals).  I know everybody had one or tried one at some point, and Kurt Cobain (apparently) used them with his Fenders.But I also know that I've almost never been happy with the tone I get when I step on the pedal.  It's incredibly thin and harsh, and lacks proper sustain, even cranked all the way.  I've used it on Marshall solid state amps and Vox tube amps.  Fender single coil pickups and guitars with humbuckers.  You can mess with the TONE and DIST dials all you want, but there has to be dozens of other affordable pedals, and even on-amp distortion, with a richer, deeper tone.Coincidentally, I also used the BOSS OS2 Overdrive/Distortion for many years, which is supposedly merges/blends a DS-1 with an OD-1.  That pedal isn't ideal either, but if I turn the knob all the way to ""distortion"", it's a much better tone than I ever got out of a DS-1.Then again, it is very dependable and usually only $40 (or less), so I can't really give it a bad review because it probably does belong in everyone's collection.  That just doesn't mean you'll want to use it all the time.",4,"Nostalgia, Durability, and Affordability...but not elite tone","07 25, 2012",220
A3OEBPVLF35YQL,StratDude,"... it's a very generic-sounding distortion and is not really useful for much beyond a lead boost into an already distorted amp.  The same is true of many of the pedals from this era, including the (gasp!) Tube Screamer.  The Tube Screamer is a great lead boost into an already distorted amp, but not too many people will tell you that it's a great stand-alone distortion because it's not.  Same goes for the Boss DS-1.  Now, here's where things get interesting:  There are PLENTY of modifications that can be done to this pedal by Keely, Monte Allums, and others, that turn this otherwise mediocre pedal into a raging beast, dripping with tone and gain that sings for weeks.  For the cost of this pedal, and the $30 or so that it costs to get the materials for a mod, are well worth it.  Mine is modified with the Monte Allums Tri-Gain Rectifier modification and it's absolutely killer.  I use it as a lead boost, but by itself it's a nice overdriven tone that you'll find plenty of use for.  If you want a basic, solid, well-built distortion pedal, this is it - but by itself the Boss DS-1 is really nothing special.  But as a platform for great-sounding mods, you can't go wrong.",3,"It's been around for decades, but.....","10 21, 2012",213
A2F92AOWTIUIB,StudioDude,"I know, I know, many people hate on this pedal, calling it &#34;stale&#34;, and &#34;generic&#34;. The problem that they have is that they simply haven't found the right settings on the pedal and the amp, because, after all, the settings on both the amp, and the pedal do make a difference. One thing to note is that it is a bit on the quiet side in my opinion. I have a Digitech Bad Monkey, and I set the level on that to 2 so it matches up with the amp. With this pedal, I have to crank the level to make the clean tone the same level as the distorted tone.",5,Truly one of the best.,"03 14, 2014",111
AZ0LJNEP2VRD1,Victor,"This is an excellent distortion pedal for people who want a traditional rock sound. I use it with a Fender Mustang amp and an Ibanez guitar with good humbucking pickups. It's very easy to use and rugged. If you play metal, you might want to get the HardWire TL-2 instead; that pedal delivers more distortion (an insane amount, if necessary) and more tone control, but it's also more expensive. But you can easily boost the distortion achieved by the DS-1 by using it with your amp on an overdriven setting. The DS-1 is an excellent general purpose distortion pedal. I don't know of any other that achieves this level of quality in the same price-range.",5,Great for old-time distortion,"12 19, 2010",115
AUUI1FKERRMV2,Walter NYC,"First off I am no expert on these things but I can tell you in the brief period in which I have owned my DS-1 I have enjoyed playing/practicing a lot more with this pedal.  I have a Fender wannabe guitar, and a Fender Sidekick 10 which means my gear isn't the best but the pedal produces a wide variety of distortion and tone changes which keeps me interested.  I am having so much fun that I don't even notice my fingers hurt anymore.  Honestly, this is an essential buy when starting out along with headphones and a cord extension so the police don't come a knockin.(update Sept 2012)It is a year later and I have a much better guitar and amp and a lot more knowledge.  I am glad I got the DS-1 but for other reasons.  Sure it made me enjoy playing and practicing a lot more but I soon found the sound was off considering I like more blue and classic rock.  Again for the money I dont think you can beat it but more importantly when you have a few buck you can send it out for modification from Keeley.  Initially I had wished I went with and overdrive (OCD or Boss OD-3) but with the mod done by Keeley I have a super flexible pedal that cover just about all the sounds I need.  In closing, spend the $40 buck and get this....and then when you start wishing it could do more send it off to be modified and you will thank yourself later.",5,Great 1st Pedal (updated),"12 20, 2011",259
AJK15Q9JOEHRH,aceofbase,Good metal distortion tone with bags of sustain but sucks a lot of tone (most metal pedals do) and is moderately noisy. If you are looking for classic rock sounds you won't find them here. Can get muddy at times but there are plenty of settings to tweak to get the sound you are looking for. I find it useful for high gain leads and palm mute rhythms but note definition is not so good with chords. For the price this pedal is a good deal though!,4,Good metal pedal but a bit muddy and sucks tone,"05 11, 2011",87
A1CD7IUM2JRPY1,"Alexander V. Ramos ""Doc Taz""","I've had this for about 11 years now. Even with some of the newer metal pedals on the market, this pedal still sells well. Not to mention, it's probably also one of the most modded pieces out there. Any number of mods can be found online to change the sound. They're usually on the side of improving the stock tone, which I'm happy with.I've always liked the parametric EQ on this pedal. The variable midrange allows me to get Marshall or Mesa flavors. For most metal/hard rock music, the gain range is enough for me. If I need yet more gain, I punch it up with an overdrive, or a compressor pedal for a cleaner boost. Even without a boost, I can use it for death metal. I think if you play the tighter, more technical styles, it's better not to have too much gain anyhow.",4,Still the best.,"02 11, 2010",146
A3S737ZGWE1GKY,Anon,"To be honest, I was looking for a pedal that would give me distortion similar to Megadeth's first album KIMB. So far I havnt got a perfect setup on it yet, but ive got close enough to it. This pedal is great, only a couple notes I should make about it. Do NOT buy this pedal if your expecting to play classic rock, or just rock in general. This pedal is for metal. The battery drains like a MF. I dont understand why. The only possible explanation I can think is that I leave it plugged into guitar and amp, but ive had other pedals that wouldnt drain the battery unless its TURNED ON. I prefer just to get an AC adapter and not use batteries. Other than those few things iv had no problems with this great pedal.",4,THE Metal Pedal,"08 26, 2011",139
A21Q29J3ZWPDNP,From Detroit,"I have a lot of pedals...  In fact, I have 2 distortion and 2 overdrive pedals (though only the MT2 and the OD3 are regularly in my rig.)  This pedal won't give you a ""cranked up tube stack"" sound.  No...  Instead, it's very edgy and smooth as can be.  It has a mid-sweep knob on it to help sculpt your tone.  I usually use it as a mid-boost for solos.  You'll find that you get amazing sustain and a huge sound that you won't be able to replicate (easily... I'm sure the huge Boss distortion box comes close, but for the price...) with any other pedal.",5,Very useful pedal to have.,"04 10, 2010",106
AEMC16IPBZORW,H town,"I bought mine used three years ago and it works great. It works for a Metallica, Pantera type sound. You can also get good rock sounds with the gain turned down and eq. adjusted.",5,Great for metal and rock guitar.,"10 17, 2007",34
A3MXU3CH4BJ465,J.A,"Its a great pedal, sound really crunchy, I got a peavy vyper sometime I use this If I want a crunchy style, but the amp I got is really good and has its own distortion styles, I use the heavy metal config on this pedal, I recomend it to anyone... does not introduce noise, I run it on the stock battery, it still works, you can make your guitar sound like Metallica or Megadeth, of course it also depends on a lot of things, like pickups, amp, etc..., I also have a very old little peavey practice amp, this blows away the distortion that it has with less noise and gives it a new life.Listen to it on the Boss website, I heard to it and then I thought the sound was not going to be similar because of the equipment used by them, but it does sound really really close. regards. forgive my english... not from the U.S",5,Great,"03 2, 2011",159
A1NAA1R38JSNHV,Josh Leger,"BY FAR the best distortion pedal out there. No doubt about that. Several of my friends use this pedal, and they all love it. I also see many popular bands using this distortion pedal. It's great for medal. It have a nice punch to it along with a great &#34;cut&#34; so you're palm mutes don't blend into each other like other pedals. There are several knobs offering seemingly unlimited combinations. AMAZING",5,BEST PEDAL BY FAR,"03 20, 2014",71
A1EX4410F46C8O,"Matt32 ""LIGHT WEIGHT""","First of all I want to say I love a tube amp distortion.  Overdriven tubes are just how its meant to be.  I run a Randall G3 hybrid amp and it destroys any solid state I've used or heard.  For recording I use a Peavey 5150 and its so sweet.  Tubes are how guitar was meant to be heard.Recently I started playing with a band that required a dirty tone that I felt like could only be achieved through a pedal.  There is absolutely nothing wrong with using distortion pedals, I used the DOD death metal for years when I first started playing.  However, there is a downside.  Go cheap and you get a piece of crap that makes your rig sound like an old AM radio, if you want something that sounds pro quality your going to shell out at least $250.  Quality dist. pedals are not budget friendly.I chose the MT-2 because I know Boss makes a quality product and it was the pedal the other guitarist was using.  It gives a variety of sounds.  It can be set up for an overdriven light distortion sound or full blown high gain metal tones.  The controls make it very tweakable and I have gotten a load of very nice sounds out of it.  Read the included book, look up some MP3s over videos online and check out other guitarists' settings.  It will help you tame this pedal into what you want.  Perfect pedal for those not wanting to spend a whole lot.  There are also mods you can buy and install in the pedal or buy preinstalled from certain dealers that open it up to even more shaping and make it more useful.I've seen a lot of complaints about the pedal sounding like nothing but fuzz.  I must say learn how to shape sound, spend time dialing it in to your rig.  Within 10 minutes I was pleased with the MT-2.  I used it on my overdrive channel to push it harder and got a really thick, heavy distortion with a good response.I say the MT-2 is worth an investment if you're looking for a big distortion sound from a little pedal.  Surely something guitarists should consider adding to their board.",4,One of the better distortion pedals,"04 18, 2011",372
A1GMWTGXW682GB,MetalFan,"This is a great pedal I picked up used, they can be had cheaply on the used market. I actually use it with both an acoustic electric guitar to get a little distortion and the bass guitar for some grit. The 2 EQ pots on the front panel make it very versatile, enough to use with a cigar box guitar also.The pedal can preserve bass signal and still be EQ'd for saturated distortion. The other reviews speak for this pedal both here and on other sites and one can see why it is so popular. I also other Boss Distortion pedals. Like most people, I own a DS-1 and an MD-2 which are both cheap and effective. I own a HM-2 Heavy Metal 2 which caters more to the traditional metal sound and I actually think this pedal is more versatile IMO with different guitars where you may not want a strictly metal tone.I also own an older 80's HM-2 Heavy Metal which will run circles around the metal zone for classic thrash and speed metal tones and almost any other heavy distortion pedal that I could never part with, overall i like this pedal, but it cannot top the older legendary Boss pedals.",4,"Versatile pedal for distortion, but not the best.","07 18, 2012",204
A3BMYEA3J6RBVV,,Bought it as a gift. Friend loved it very much.,5,Friend loved it very much,"07 13, 2014",10
A3872Y2XH0YDX1,Amazon Customer,"I love BOSS pedals. I owned a DS-1 (Distortion) and a MT-2 (Metal Zone) for years, and loved them both. This one, is a good ""meet in the middle"" of those two. It's great if you want some really good bluesy distortion, or you can crank the color and get some thick distortion.As always, this pedal is very well constructed and sturdy. I love it.",5,a great pedal,"01 13, 2013",65
A73CB1NVPYDZ5,"Devin ""Sir Flexalot""","This pedal was the mainstay of my effects for a few years.  It really does have a ton of range, although it only does one effect at a time, so you'd have to reach down and change the knobs mid-show in order to get the other variations.  My most commonly used setting was with the overdrive-distortion mix knob at about 2 o'clock, which produces a very professional sounding Grunge-type effect.  If you want any of those 90's sounds, excluding the heavier metal sounds, this pedal will definitely get you there.",4,Versatile,"05 2, 2008",90
A18P5I03P4U8AI,Federico Pacheco Zamora,"very simple, very user-friendly,and the feature that is most important i think, versatile. the OS/DS and drive knobs allow you to chose between a very different bunch of tones. and also, for the money, a great deal. 100% recommended.",5,overall a great pedal!,"06 10, 2014",39
A2RS66Y79Q8X0W,"Rexomus ""One man with courage makes a majority.""","I first used this pedal when my green screemer died. A friend had and os-2 on hand and let me use it. I had used Boss's metal zone before and it produced too nasal of a tone for my liking. So I plug into the OS-2 and I was pleasently impressed with the range of distortion and overdrive the OS-2 pedal produced. I play through a '59 fender bassman and the mix of those tubes with this pedal produce some very sweet tones. I have also played this pedal through a solid state amp and I am still impressed. I have spent years searching for a pedal that could produce a nice tight churnch with a warm and low bottom end, my search ended with this pedal. I highly recomend this pedal to any rock, blues, metal, country, or punk guitar player.",5,Great Pedal,"03 2, 2010",142
A3CNFMV0IISC3C,Brian F.,"It's a good OD, but I thought it would be higher output, and more articulate. Just personal preference. I mean, the Pedal is a Classic for a reason.",3,"Great, just not what I was looking for in sound","11 8, 2012",28
A206T0W1VE8K1Q,C3p-BRO,"This thing freaking rocks! I LOVE this pedal. I can't stop using it. Sometimes I just play long, drawn out chords so I can listen to this amazing tone [in combo with distortion on my amp - it's perfect metal!!]",5,AMAZING!!*,"06 21, 2013",40
A31HQD6H4SHO2C,"charles ""charles""",excellentI like I am very happyI am looking for money for the following purchase for amazonthe pedal boss arrives in the time necessary thank you,5,boss overdrive,"01 19, 2012",25
A2EZWZ8MBEDOLN,Charlo,"For the money, I have no complaints.  The enclosure, dials, and footswitch are all durable.  Not true bypass, but none of the BOSS pedals are.  It doesn't suck tone.  This pedal isn't the end-all be-all overdrive, but with asymmetrical clipping it fills a niche that TS pedals don't. You lose a little low end when it is engaged, but that actually works pretty well for leads- especially with humbuckers or amps with a looser kind of 'classic' distortion encountered with EL84s.  As a stand alone overdrive, I prefer other pedals.  But where this pedal really works for me is as a boost to other dirtboxes or an already overdriven amp.  You get singing, harmonic leads when it is dialed in right.  Like any overdrive, you introduce noise when the pedal is engaged and things can get hissy while you are palm muting if you crank it too far.  I am a dirtbox hoarder and I like to rotate the pedals and try different combinations.  Lately, I am running this into either the V1 Cool Cat transparent overdrive (Timmy Clone - very, very nice) or the Behringer BO-100 (which is a dead ringer for the Boss Blues Driver) then into a tube amp that is dialed in on mild crunch (Jet City Combo or Palomino Combo).  As with any overdrive, this thing will not sound very good (IMHO) running into a solid state amp.  That's just not what it was intended to do. It was intended to drive preamp tubes into saturation but YMMV. Because I'm a cheapskate (and because these things are durable like bricks) I bought it used for $20, but it is well worth the new asking price.",4,Nice pedal !,"09 19, 2012",280
APEJ8EJCC8PQ8,F. Jones,"It's yellow, its metal, its Boss.  If you want your drive sound to have definition this is the pedal to get.  The best OD I have ever owned.  Makes me want to see if my tone could cut board in half.",4,Sharp and Cutting,"03 29, 2012",41
A21Q29J3ZWPDNP,From Detroit,"I picked this up in order to boost my gain on my amp a bit.  It does a wonderful job of that (Drive set low and the level set high.  Tone set to taste.)  The additional noise it produces is relatively low, so you won't have any excessive staticy buzzing sound to deal with.  As with any other Boss pedals, it's well made and reliable.",5,Great boost to your amps overdrive,"10 16, 2009",65
A3DDG0WH5SBF34,G. Botta,"Bought one of these 15 yrs ago used and it died a couple years back. This is one of my favorite overdrive pedals ever. Smooth tone, the right amount of gain, perfect to push a tube amp. Plus there are now dozens of (DIY or pro) mods available which add a lot more potential. Recommended.",5,Classic overdrive established over 20 yrs ago,"07 4, 2014",55
A1GMWTGXW682GB,MetalFan,"I bought this pedal used and have used it with both a Fender tube amp and a Marshall solid state using clean channels. I can get a variety of tones from it with different guitars, and reccomend it as a first overdrive or to add to a collection.While I have several overdrive pedals, this one is good at giving some basic overdrive tones while keeping the amps low end. I can get decent tones from a Telecaster and Les Psul by keeping the level and tone knobs below 12 o'clock and adjusting the drive to taste.The OD sounds great through Fender clean tubes and I also tried it with a bass guitar. With some adjustment of the tone and drive knob, the bass has an overdriven tone with a good drive.The other reviews here prove this pedal is typical and iconic Boss in build quality. I find the Boss pedals good for their purpose and have mostly modded the ones I've owned after some time, but I may keep this one as is and use it as a boost. These pedals last forever and I only paid $20 for mine.",4,Good value and works well with solid state and valve amps,"08 13, 2012",190
A17CU1D2CWXOHB,Rick,"This is a standard on my peral board along witht he Blues Driver.  This little yellow box is the most bang for your buck you are going to find in an Over Drive pedal.  It is tough, sounds like fire, and will serve you well.  For $50 there is seriously no better deal.",5,The Yellow pedal everyone should have.,"12 15, 2013",53
A2VXKVJV7KIGMD,Steveo,I use this pedal all the time now even more than the DS-1 . Great chrunch for the buck From classic blues to rock its very eash to dial the sound you want in.,5,Great Pedal,"12 5, 2012",34
ADH0O8UVJOT10,StormJH1,"I held out from trying the Boss SD-1 Super Overdrive for many years.  Like many guitarists, my first distortion pedal was a Boss DS-1, which was durable and aggressive, but also extremely frustrating.  I might have formed some negative impressions about Boss, when it was probably unfair to do so.The SD-1 is widely owned and very affordable (usually around $50).  It's similar in a lot of ways to the Ibanez TS-9 Tubescreamer, except that a Tubescreamer reissue costs twice as much.  A lot of guitarists consider the SD-1 to be more of a ""rock"" overdrive, while the TS-9 is more of a ""tube/blues"" effect.  There's probably some truth to that, but both of them are excellent pedals.However, the SD-1 really impressed me with its transparency and versatility.  You CAN simply plug into it and use it alone with a clean channel.  But that isn't necessarily the best use for the pedal - it excels as a ""booster"" pushing an already overdrive amp, or stacking with other distortion/OD pedals.  One of the best settings is turning the Level all the way up and the gain all the way down.  This adds just a little bit of grit to your tone, and really sounds great.A feel that lot of people give the SD-1 mediocre reviews for reasons that aren't fair.  You hear things like ""it cuts out too much bass"", when that's really what the pedal is supposed to do.  The midrange hump, when set up properly, can take away the muddiness of your tone and help you cut through a band during live playing.  And, like I said before, I feel as if it's MORE transparent in retaining elements of the clean tone than the TS-9, though preference between the two is entirely subjective.But you also know that it's a Boss pedal, which means it's as durable as they come.  The thing will stand up to years of abuse, and can be used in any number of roles.  If you're looking for a single pedal to make a small amp sound ""big"", there are probably better options in this range.  (Try the under-appreciated MD-2 Mega Distortion, or the excellent Joyo Ultimate Drive).  But if you understand what this pedal is supposed to do and use it for that purpose, you'll understand why this thing has been popular for over 30 years.",5,"A versatile, overlooked classic overdrive from BOSS","12 31, 2012",390
A3JEEPYPEM9V81,Tim,"Great as a booster, as others have said. For solos, it'll boost your mids and your signal. As an overdrive, it's great, kind of a midsy, Marshally sound. It does suck out some of the low end, but you can fix that on your amp or board or whatever. It's a Boss, it's solid - and a great price. Remember, this is overdrive - not distortion. For distortion, look at other Boss pedals.",5,For a boost and more,"05 5, 2012",73
AZ0LJNEP2VRD1,Victor,"I have several overdrive pedals, some of which are much more expensive than the BOSS SD-1. For a long time I overlooked my SD-1 and used other pedals. But when I went back to trying the SD-1, I was pleasantly surprised to find that this relatively inexpensive pedal is superior to some of the pedals I had been using. I don't mean merely that it's ""very good relative to its price""; I mean that it's ""very good--period."" It easily outclasses some pedals for which I paid much more. The price for this pedal sometimes goes down to about $45 on Amazon. At that price, it's an amazingly good deal. Note: This is definitely an overdive pedal; it will not deliver metal distortion (at least not by itself). If you want to ride the crazy train, look elsewhere (like Deltalab's Metal Distortion pedal). What this produces is smooth old-style overdrive. It's excellent. It sounds especially good through a dash of chorus. I plug my SD-1 into a Fender Mustang II amp and turn on the amp's chorus; the result is delicious. I've used the SD-1 with both single-coil and double-coil pickups. Both sound good, though, not surprisingly, you get a heavier punch with a humbucker. But it sounds great with single-coils too.",5,A gem!,"05 15, 2011",211
AWIG50VOI5VUV,"Cali gadget guy ""Cali Gadget Guy""","Forget all the volume drop comments.  There isn't any and it does not color your tone one bit.  I have tried a couple miniature novelty pedals. They were more like a boost volume and tone pedal with tremolo thrown in.  I wanted something to dress up slow ballads, and of course ""Born On The Bayou"".  This pedal goes from nice subtle background effect to deep depth if you want it.  And no variance in your guitar tone or volume when you click it on. I play a lot of acoustic solo and this really is a nice addition to change up my sound here and there and not over do it.",5,EXCELLENT PEDAL,"03 26, 2014",111
A34O0KQV4QXWNQ,"Dako ""Dako""","Sure there are fancier Tremolo pedals out there, but I've always been a fan of the Boss TR-2. It's got a more mellow and vintage Fender Tremolo output, and suits my playing to a T. Pair this beauty up with an Electro-Harmonix Cathedral Reverb pedal, and get lost for days. Definitely worth the reasonable cost!",5,Easily One Of My Favorite Tremolo Pedals,"01 6, 2014",55
